epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
68,4732.29,0.72595,0.51648,0.00138,0.95941,0.92433,0.97286,0.74583,0.69386,0.52377,0.00176,0.000481144,0.000481144,0.000481144
69,4810.77,0.73652,0.51093,0.00135,0.95542,0.93254,0.97299,0.74809,0.71705,0.52105,0.00197,0.000466997,0.000466997,0.000466997
70,4882.83,0.72889,0.50976,0.00136,0.9488,0.88941,0.96821,0.74908,0.65543,0.5563,0.00163,0.00045285,0.00045285,0.00045285
71,4926.16,0.68633,0.48869,0.00136,0.96115,0.92644,0.97231,0.75687,0.66501,0.51764,0.00165,0.000438703,0.000438703,0.000438703
72,4964.21,0.69736,0.49786,0.00137,0.93343,0.9319,0.97236,0.7642,0.672,0.50956,0.00165,0.000424556,0.000424556,0.000424556
73,5002.21,0.70883,0.46634,0.00133,0.93276,0.91139,0.9693,0.74656,0.66061,0.50825,0.00159,0.000410409,0.000410409,0.000410409
74,5041.41,0.73031,0.50631,0.00146,0.89755,0.94522,0.96704,0.74578,0.66843,0.50488,0.00184,0.000396262,0.000396262,0.000396262
75,5078.63,0.68287,0.46602,0.00143,0.88442,0.92644,0.96634,0.73857,0.68284,0.5034,0.00188,0.000382115,0.000382115,0.000382115
76,5116.94,0.71891,0.46435,0.00137,0.94815,0.88337,0.96518,0.75152,0.64169,0.48046,0.00161,0.000367967,0.000367967,0.000367967
77,5154.22,0.67202,0.49439,0.00127,0.95779,0.88347,0.96411,0.74855,0.64979,0.51327,0.00166,0.00035382,0.00035382,0.00035382
78,5191.28,0.6777,0.4708,0.00127,0.93612,0.91818,0.96566,0.76589,0.63516,0.50356,0.0016,0.000339673,0.000339673,0.000339673
79,5228.16,0.63134,0.46118,0.00122,0.94501,0.9142,0.96559,0.76102,0.63125,0.53238,0.00163,0.000325526,0.000325526,0.000325526
80,5265.01,0.65631,0.47093,0.00137,0.94223,0.91056,0.96075,0.76506,0.61528,0.52246,0.00161,0.000311379,0.000311379,0.000311379
81,5303.27,0.66691,0.44554,0.00122,0.95469,0.89333,0.96037,0.75573,0.63036,0.51891,0.00157,0.000297232,0.000297232,0.000297232
82,5343.56,0.69632,0.48189,0.00128,0.97391,0.88803,0.96158,0.75582,0.67356,0.49618,0.00168,0.000283085,0.000283085,0.000283085
83,5381.17,0.65774,0.44735,0.00131,0.96532,0.87831,0.9626,0.76241,0.6294,0.53835,0.00161,0.000268938,0.000268938,0.000268938
84,5420.37,0.68496,0.46804,0.0013,0.9241,0.95556,0.96545,0.76077,0.64866,0.48419,0.00161,0.000254791,0.000254791,0.000254791
85,5457.4,0.70212,0.48881,0.00146,0.90925,0.95556,0.96739,0.76927,0.65958,0.4468,0.0016,0.000240644,0.000240644,0.000240644
86,5493.3,0.66092,0.40686,0.00123,0.96737,0.91516,0.96936,0.77456,0.6497,0.43641,0.0016,0.000226497,0.000226497,0.000226497
87,5529.47,0.69449,0.414,0.00125,0.96191,0.91667,0.96791,0.76507,0.65883,0.44689,0.00165,0.000212349,0.000212349,0.000212349
88,5565.76,0.62679,0.42819,0.00129,0.96802,0.90819,0.96802,0.77193,0.62668,0.43663,0.00149,0.000198202,0.000198202,0.000198202
89,5601.55,0.66547,0.43749,0.00118,0.96399,0.88989,0.96857,0.77391,0.62312,0.43388,0.00146,0.000184055,0.000184055,0.000184055
90,5637.55,0.71237,0.47031,0.00131,0.95441,0.88444,0.96461,0.76412,0.63346,0.43687,0.00155,0.000169908,0.000169908,0.000169908
91,5675.77,0.64935,0.5017,0.00147,0.9581,0.88423,0.96527,0.76244,0.64156,0.44113,0.0016,0.000155761,0.000155761,0.000155761
92,5712.48,0.64859,0.51113,0.00149,0.92997,0.91826,0.96529,0.76254,0.68628,0.45421,0.00176,0.000141614,0.000141614,0.000141614
93,5752.11,0.68164,0.51857,0.00158,0.93262,0.9113,0.9627,0.75745,0.69704,0.45335,0.00176,0.000127467,0.000127467,0.000127467
94,5789.61,0.64572,0.47099,0.00139,0.9387,0.90822,0.96466,0.76488,0.66323,0.44246,0.00154,0.00011332,0.00011332,0.00011332
95,5825.39,0.63747,0.49192,0.00146,0.93778,0.89358,0.96479,0.75955,0.65315,0.43952,0.00145,9.91726e-05,9.91726e-05,9.91726e-05
96,5862.21,0.64409,0.47771,0.00138,0.94565,0.89616,0.96528,0.74748,0.6644,0.44071,0.00149,8.50255e-05,8.50255e-05,8.50255e-05
97,5899.27,0.64952,0.48679,0.00147,0.94919,0.89897,0.9662,0.74624,0.66701,0.44207,0.00151,7.08784e-05,7.08784e-05,7.08784e-05
98,5936.44,0.6306,0.49613,0.00122,0.94622,0.91055,0.96593,0.74682,0.66441,0.44382,0.00148,5.67313e-05,5.67313e-05,5.67313e-05
99,5974.19,0.64718,0.48619,0.00131,0.95353,0.90888,0.96612,0.74637,0.66849,0.44518,0.0015,4.25842e-05,4.25842e-05,4.25842e-05
100,6011.34,0.63268,0.4474,0.00128,0.95394,0.91812,0.96715,0.7518,0.67067,0.44439,0.00152,2.84371e-05,2.84371e-05,2.84371e-05
